0,1,2,3,4,5,6,7,8,9,paths
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_1800.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_1900.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_2000.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_2100.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_500.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_600.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_700.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_800.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1200_900.tif
0,1,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1000.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1100.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1200.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1300.tif
0,0,0,0,1,0,1,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1400.tif
0,0,0,0,0,0,1,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1500.tif
0,1,0,0,0,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1600.tif
0,1,0,0,0,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1700.tif
0,1,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1800.tif
0,0,0,0,1,0,0,0,0,0,chips/cloudfree-merge-polygons/sandbox/train/1/1_1300_1900.tif
